ads_id,ads_startdate,ads_enddate,ads_price,supplier_id,product_id
AD650145616,09/12/21,22/05/23,477.83,SUP241058304,P28441437
AD065900724,04/07/22,27/09/23,2216.13,SUP144153284,P43542510
AD756831336,22/04/21,19/09/23,88.32,SUP278639247,P41608676
AD382586430,31/10/22,04/01/23,1952.66,SUP261309764,P61395791
AD365547949,27/05/22,05/03/23,1032.23,SUP133404992,P58899446
AD843567124,10/07/22,18/09/23,1787.02,SUP248372052,P51233258
AD922067814,08/02/21,08/08/23,760.11,SUP487469056,P61429599
AD035103991,28/05/21,08/04/23,2230.69,SUP246730485,P36329652
AD956268283,30/06/21,18/12/23,1513.2,SUP246839810,P13287051
AD958947994,14/06/22,19/01/23,987.87,SUP398474325,P83414248
AD573354232,18/02/21,12/11/23,1126.81,SUP938696893,P19371997
AD839948892,31/01/21,04/12/23,1986.62,SUP200579943,P54647334
AD847861431,08/07/21,08/04/23,1518.47,SUP228032136,P65983555
AD589127007,08/09/21,14/09/23,2866.04,SUP224448032,P82566347
AD141684757,01/10/21,09/01/23,1467.45,SUP938696893,P18156345
AD164905949,31/01/22,03/02/23,1738.83,SUP262728222,P58591848
AD036133379,25/04/22,26/01/23,1000.4,SUP131798677,P46544797
AD451961481,18/09/21,31/03/23,105.46,SUP156300936,P91809454
AD841873029,16/02/21,13/02/24,932.8,SUP325358843,P32532492
AD307564041,26/09/22,02/07/23,887.78,SUP338902121,P49751701
AD171122509,20/01/21,09/10/23,2599.16,SUP232333075,P44807534
AD368286167,05/06/22,27/06/23,182.3,SUP131299122,P31449565
AD715910116,17/11/22,30/06/23,1684.45,SUP293926685,P37294983
AD083736976,11/01/21,02/12/23,2395.28,SUP324870003,P14375300
AD235816982,22/02/22,16/01/23,1169.69,SUP284008125,P37668288
AD622679983,16/10/22,25/01/23,2274.45,SUP159432385,P76303988
AD995030013,27/08/21,11/10/23,2586.13,SUP325358843,P76303988
AD681658648,09/12/22,06/01/24,2790.56,SUP892567108,P46544797
AD577855441,09/07/22,03/08/23,46.38,SUP264619357,P55206620
AD903867409,22/09/22,20/09/23,2159.04,SUP760221969,P26482200
AD200755951,15/10/22,17/11/23,170.53,SUP207257196,P56729689
AD584074534,19/09/22,29/01/24,212.34,SUP311982157,P37231300
AD667913633,06/02/21,10/02/23,2286.38,SUP222889906,P76459907
AD677259824,22/03/21,02/04/23,2491.07,SUP265977472,P36933022
AD636614662,04/05/22,24/02/23,1570.55,SUP391286527,P60375192
AD350212127,26/08/21,21/11/23,2268.31,SUP576154144,P11732301
AD225273183,12/07/21,04/02/23,2473.08,SUP172597346,P39805594
AD328136074,12/08/22,16/05/23,334.63,SUP156300936,P56656400
AD032220230,09/11/22,26/08/23,1829.13,SUP155078486,P41205116
AD582239520,12/11/21,09/01/24,1056.51,SUP853255224,P81375409
AD112461823,08/10/22,10/09/23,2340.9,SUP275620523,P46637021
AD865727828,15/10/21,14/05/23,155.84,SUP714146417,P41232863
AD931636283,01/08/22,29/12/23,2346.16,SUP135411427,P21669181
AD635300765,12/01/21,22/04/23,182.75,SUP155078486,P71694575
AD012660572,28/03/22,16/06/23,980.5,SUP209531516,P31652354
AD336353061,23/10/21,01/02/24,680.69,SUP945668282,P20674547
AD578555081,25/12/22,26/02/24,2632.71,SUP170774484,P26262802
AD090183438,08/10/21,01/02/24,18.55,SUP656913471,P29264607
AD067497956,10/08/21,10/05/23,493.68,SUP169767088,P64131670
AD382298076,16/05/22,14/02/23,1028.81,SUP204457471,P47109983
AD118775505,10/06/22,18/12/23,165.79,SUP334920424,P34139616
AD905247291,16/04/22,12/02/23,2325.11,SUP188795951,P92246999
AD257296362,11/03/22,20/02/24,984.65,SUP303365953,P94875199
AD495464959,15/01/22,02/12/23,1815.51,SUP443090128,P16574244
AD029038364,16/04/22,26/02/24,1935.56,SUP322365865,P91809454
AD946301044,26/11/21,29/08/23,2541.88,SUP173547559,P67275057
AD742022159,22/06/22,19/10/23,268.52,SUP132254606,P94819787
AD720086540,27/07/21,09/05/23,133,SUP283070800,P71694575
AD780662677,27/07/21,25/07/23,1168.63,SUP151690213,P17357211
AD129398740,10/02/21,28/05/23,2108.49,SUP203120380,P85664224
AD388398422,24/03/21,10/05/23,2956.71,SUP247151522,P63223251
AD315672782,09/07/22,08/02/23,1366.11,SUP224448032,P82479977
AD066906868,22/12/22,17/11/23,1126.33,SUP286527883,P20641623
AD072439526,29/07/22,27/01/24,1819.33,SUP853255224,P20674547
AD203351999,26/08/21,03/08/23,2583.39,SUP206423067,P76573321
AD641749150,14/07/21,10/10/23,867.49,SUP201639405,P23954632
AD907661185,22/06/22,02/07/23,1100.54,SUP322365865,P59852909
AD215515706,12/05/22,26/12/23,645.95,SUP258163777,P64131670
AD953338595,17/10/21,12/10/23,405.93,SUP166618280,P89555698
AD883896274,04/12/22,21/04/23,1877.69,SUP243659080,P37294983
AD273509032,06/10/22,30/11/23,1137.05,SUP224698208,P76573321
AD890330005,01/10/22,07/12/23,2874.3,SUP142663161,P39805594
AD753792905,17/06/21,14/03/23,1867.94,SUP198078780,P37231300
AD641607042,15/07/22,28/07/23,1078,SUP121271196,P32531909
AD057445127,15/08/21,16/05/23,2256.1,SUP476888678,P46931127
AD973168739,18/05/21,30/07/23,902.53,SUP283070800,P31796113
AD244357909,14/10/21,12/11/23,401.99,SUP228032136,P22254190
AD646561606,09/05/21,17/10/23,107.95,SUP155078486,P44423881
AD551908790,05/03/21,19/05/23,1909.98,SUP840587209,P27202681
AD922770180,23/11/21,28/07/23,2442.27,SUP853255224,P48853418
AD647348640,09/08/21,31/03/23,608.72,SUP218582517,P58223547
AD167591808,10/07/22,23/09/23,2353.93,SUP283355172,P66719343
AD161908754,27/06/22,11/07/23,833.89,SUP195739214,P10107240
AD519292915,08/07/22,07/03/24,1867.32,SUP311982157,P60205815
AD518091610,06/12/21,14/10/23,1007.89,SUP339148131,P49292258
AD450665353,23/08/22,13/04/23,1502.37,SUP316833253,P15957424
AD178784652,16/10/22,18/04/23,2378.13,SUP232115291,P76459907
AD339781612,30/08/21,11/04/23,1941.09,SUP576154144,P48287238
AD411464496,13/11/22,13/04/23,193.69,SUP272155500,P43586219
AD719221935,17/04/22,06/04/23,2007.28,SUP424904370,P19935373
AD073542062,22/12/22,29/01/24,10.94,SUP320400027,P49751701
AD888157435,05/11/22,13/07/23,90.91,SUP142663161,P99996011
AD479854897,16/06/22,02/09/23,890.89,SUP188795951,P57533522
AD883326724,31/03/21,07/03/23,2751.1,SUP229604884,P36735621
AD182537473,29/04/21,30/07/23,366.37,SUP512101375,P15616370
AD883379000,01/08/22,04/03/23,2071.72,SUP200579943,P22459254
AD397940723,23/06/21,27/10/23,343.12,SUP339148131,P66191469
AD285243979,17/12/21,29/02/24,997.51,SUP204457471,P47109983
AD963778809,20/10/21,14/04/23,635.44,SUP246730485,P77923787
AD626783464,25/02/21,19/12/23,1630.53,SUP100395220,P23115354
AD542175125,03/02/22,04/08/23,1658,SUP284017038,P39826195
AD949395279,21/04/22,23/02/23,592.62,SUP689350546,P89573496
AD446907429,18/12/22,29/12/23,761.77,SUP294192046,P98273360
AD100293992,20/11/22,17/09/23,2712.19,SUP226432649,P23511328
AD683055892,14/11/22,11/09/23,1153.72,SUP218582517,P77906440
AD811983017,03/01/21,12/02/24,2944.73,SUP218950278,P90213319
AD793976117,12/05/22,23/07/23,1453.81,SUP141435801,P56426674
AD792790075,04/02/21,18/06/23,1204.27,SUP226905544,P21669181
AD160001555,04/10/21,03/01/24,483.81,SUP203374023,P44696854
AD127702440,07/04/21,21/12/23,1407.83,SUP224698208,P54252623
AD860267480,02/08/22,14/02/23,2810.46,SUP169767088,P94622945
AD849795042,24/04/22,22/09/23,540.19,SUP313562672,P56907959
AD571338613,10/10/21,22/12/23,573.03,SUP117295279,P11549408
AD757951285,08/06/22,15/02/23,2896.57,SUP714146417,P44893051
AD908305144,25/10/22,24/02/24,1856.35,SUP278639247,P59517237
AD976320443,17/11/22,31/01/24,473.05,SUP214873042,P47988011
AD543198500,26/10/21,14/06/23,849.09,SUP191089540,P44213668
AD029430733,29/09/22,07/03/24,887.94,SUP293268870,P47241676
AD207668383,24/10/21,20/04/23,2864.48,SUP247151522,P82942731
AD948192851,02/12/22,05/11/23,1501.37,SUP273951622,P32414713
AD297254182,27/06/22,29/08/23,78.9,SUP160985008,P95573042
AD839268731,03/08/21,28/11/23,854.61,SUP154356472,P97429604
AD213990911,29/03/22,03/02/23,1346.29,SUP207257196,P62685206
AD354032407,16/01/22,02/10/23,1554.99,SUP179344382,P77906440
AD753211773,28/11/21,29/10/23,1339.8,SUP293926685,P91263430
AD329525939,28/08/21,12/04/23,2154.18,SUP195184466,P70867799
AD916111208,04/01/22,24/06/23,60.2,SUP182315671,P72391139
AD803120580,29/03/22,18/11/23,116.92,SUP224698208,P31449565
AD457328832,07/07/21,27/07/23,2451.44,SUP260909455,P18539192
AD011237716,10/06/22,29/06/23,798.41,SUP339148131,P82566347
AD200599189,12/02/22,14/05/23,2343.01,SUP320400027,P90213319
AD633050104,26/07/22,12/07/23,70.49,SUP325358843,P99996011
AD247497664,14/06/21,28/11/23,621.16,SUP117295279,P30683957
AD806929171,08/05/21,01/02/24,56.02,SUP284008125,P63223251
AD575681210,09/08/22,09/07/23,1418.51,SUP248372052,P82406876
AD171749250,17/07/21,26/09/23,1105.92,SUP576154144,P69694346
AD621402089,20/03/21,25/04/23,388.68,SUP112426010,P99842537
AD478146935,06/05/22,30/10/23,1198.44,SUP760221969,P50641947
AD259558248,31/08/22,25/02/24,1126.58,SUP158785898,P20734556
AD395801865,03/12/21,21/03/23,2447.52,SUP173547559,P25733544
AD712497751,13/09/21,13/01/23,2469.53,SUP324870003,P74135058
AD113751757,05/01/22,06/09/23,1881.49,SUP218582517,P94668096
AD970851344,08/12/22,22/10/23,635.23,SUP275620523,P44893051
AD266949867,13/12/21,15/09/23,1094.61,SUP232333075,P37161903
AD749279312,06/03/22,26/12/23,2933.89,SUP256273530,P12852966
AD174910043,07/04/22,03/04/23,2368.38,SUP151805265,P27202681
AD383843631,14/09/22,17/06/23,1646.58,SUP125198230,P32527331
AD314330498,23/07/22,25/09/23,412.6,SUP129224270,P93171573
AD391789656,15/07/21,02/08/23,1605.36,SUP146303725,P74135058
AD204571673,08/02/22,17/01/23,961.73,SUP198078780,P32531909
AD148476178,18/06/21,29/07/23,1010.89,SUP695839034,P89555698
AD208086256,28/08/21,21/08/23,1395.57,SUP286527883,P24968444
AD289892560,16/08/22,11/03/23,824.2,SUP290451107,P70126000
AD025300373,28/07/21,05/08/23,2852.99,SUP134982297,P75463073
AD915392336,24/06/21,29/06/23,1365.8,SUP476888678,P38449378
AD178796431,14/10/22,14/08/23,279.67,SUP463149069,P98733463
AD239304754,04/03/22,09/04/23,1779.38,SUP176933531,P31796113
AD717240063,14/08/22,12/05/23,469.49,SUP275620523,P85235702
AD818391574,29/12/21,21/02/23,2785.94,SUP159126633,P19201199
AD095736203,05/07/22,20/12/23,837.73,SUP163462750,P93426015
AD533825744,11/02/22,08/04/23,1301.97,SUP172597346,P70523514
AD515214446,04/08/22,10/02/24,2540.96,SUP155467998,P30382608
AD707675068,27/03/22,26/07/23,1167.3,SUP132315598,P99789809
AD575656547,21/08/21,17/01/23,2324.92,SUP274260887,P62685206
AD754908052,28/07/22,11/07/23,2128.36,SUP144153284,P70177835
AD560282658,02/10/22,27/03/23,1065.35,SUP107618171,P41899275
