product_id,supplier_id,product_cost,quantity
P91404938,SUP581298570,213.72,82
P43426627,SUP313562672,430.72,37
P98273360,SUP125198230,245.22,12
P56426674,SUP122284583,80.22,54
P47172400,SUP760221969,68.04,70
P15931711,SUP164456819,82.65,66
P45406149,SUP714146417,121.2,69
P13472415,SUP251725474,62.45,77
P44696854,SUP176933531,10.55,83
P19935373,SUP246730485,75.26,83
P44696854,SUP588129541,13.39,14
P31796113,SUP170774484,174.88,84
P14671093,SUP241058304,685.72,21
P16547344,SUP102667751,235.29,14
P44696854,SUP166618280,10.81,97
P74135058,SUP222889906,190.45,71
P99842537,SUP295630905,86.67,77
P78217241,SUP132315598,92.4,74
P34927127,SUP274260887,107.76,92
P51502320,SUP221499522,113.31,20
P13263309,SUP155078486,172.75,48
P55206620,SUP144153284,8.48,38
P26594134,SUP198078780,107.8,100
P53133956,SUP424904370,144.47,97
P38535158,SUP330356313,54.6,14
P45199205,SUP242348575,235.42,75
P75953482,SUP212326627,56.83,50
P82942731,SUP112214886,490.7,35
P52784962,SUP512101375,291.89,37
P44893051,SUP260054113,124.83,56
P66314818,SUP476888678,33.12,79
P60375192,SUP391286527,208.95,99
P67314901,SUP280438548,234.17,79
P32873674,SUP292038086,113.35,13
P37294983,SUP142524398,16.12,73
P19729934,SUP261309764,34.47,31
P29795820,SUP156300936,179.23,88
P50641947,SUP828561200,218.53,15
P10499890,SUP185486546,797.36,66
P44696854,SUP232333075,11.14,76
P56993765,SUP512101375,48.53,94
P15499527,SUP294192046,169.01,83
P70523514,SUP188795951,65.72,98
P86711759,SUP261123843,278.57,74
P91809454,SUP656913471,184.69,44
P96472289,SUP122284583,74.87,49
P83352663,SUP170774484,193.41,11
P55206620,SUP155467998,9.51,55
P49439033,SUP828561200,153.15,28
P81774707,SUP284017038,98.32,99
P29814122,SUP938696893,120.24,42
P58591848,SUP290451107,248.74,96
P15616370,SUP391286527,290.95,12
P85235702,SUP260909455,221.73,46
P26826691,SUP218582517,59.5,73
P37952537,SUP260762356,314.58,97
P55495888,SUP289814149,236.84,70
P10593981,SUP113427036,136.22,68
P29814122,SUP203374023,117.2,73
P47789629,SUP170232323,41.35,22
P77711784,SUP151690213,157.45,82
P66752896,SUP188795951,58.45,26
P39121645,SUP267200255,22.77,87
P63203803,SUP204457471,151.32,62
P32531909,SUP222889906,142.89,17
P82514309,SUP289814149,112.13,46
P84977995,SUP313562672,238.96,21
P75528934,SUP289814149,203.04,93
P55495888,SUP182315671,253.67,14
P96258197,SUP316833253,135.16,66
P91362711,SUP840587209,52.08,59
P55206620,SUP334920424,9.64,60
P32662825,SUP227734170,73.53,44
P63226549,SUP132825464,56.85,14
P30382608,SUP609867193,17.97,81
P39805594,SUP125198230,71.73,46
P47662918,SUP283070800,34.96,64
P36381999,SUP273951622,43.58,35
P37231300,SUP198078780,118.64,69
P21121307,SUP133509984,163.84,98
P45406149,SUP424904370,122.56,65
P93464793,SUP246730485,659.64,95
P92146041,SUP120465025,106.28,40
P42441115,SUP120465025,31.22,61
P82514309,SUP155078486,95.79,18
P47789629,SUP221499522,36.41,18
P22254190,SUP221499522,79.08,62
P95573042,SUP204457471,104.41,26
P18572795,SUP232115291,127.51,33
P40649345,SUP840378313,315.74,72
P45634441,SUP322365865,45.82,70
P44116414,SUP338902121,65.68,84
P42515509,SUP668506718,187.4,89
P36846102,SUP284008125,58.19,36
P23854089,SUP207257196,38.53,37
P41914107,SUP129224270,339.99,23
P56248922,SUP248372052,177.76,22
P36846102,SUP840378313,59.13,56
P92615078,SUP609867193,93.96,23
P87409829,SUP313562672,315.01,83
P86402575,SUP840587209,16.95,18
P77216116,SUP278639247,241.6,86
P60375192,SUP159407557,164.62,87
P89694349,SUP204457471,157.36,57
P95393997,SUP229604884,225.43,78
P23885151,SUP262728222,268.32,99
P37558138,SUP243659080,43.76,86
P85381374,SUP243659080,239.09,87
P63431602,SUP293268870,199.63,81
P67143596,SUP840587209,32.26,80
P86402575,SUP131299122,17.51,68
P23223638,SUP133404992,13.35,73
P77216116,SUP287888056,190.37,54
P41899275,SUP129209784,9.97,66
P94819787,SUP241058304,21.63,55
P75862291,SUP144153284,86,86
P37558138,SUP512101375,37.68,66
P41232863,SUP424904370,218.95,54
P86673349,SUP198078780,188.69,91
P36329652,SUP247151522,25.82,29
P22254190,SUP155467998,88.33,52
P86518936,SUP232115291,20.85,81
P77906440,SUP186921538,86.15,17
P76573321,SUP163462750,112.4,24
P20641623,SUP714146417,151.7,30
