ads_id,ads_startdate,ads_enddate,ads_price,supplier_id,product_id
AD817357881,04/08/21,11/06/23,2159.52,SUP191864249,P42515509
AD159377920,06/08/22,11/04/23,583.6,SUP222889906,P60205815
AD894336561,21/06/22,11/02/23,2154.21,SUP203120380,P36846102
AD433392887,18/07/21,27/03/23,436.56,SUP334406849,P90263233
AD631102863,02/09/21,27/08/23,1335.24,SUP284017038,P36735621
AD486255382,25/11/21,02/10/23,1704.33,SUP166618280,P28102025
AD437546873,03/02/21,08/08/23,439.04,SUP330356313,P91263430
AD524649994,05/06/21,25/02/23,112.9,SUP339148131,P98612339
AD910931166,02/06/22,31/05/23,1329.86,SUP853255224,P43542510
AD844102685,10/01/22,22/09/23,1162.02,SUP242348575,P78367641
AD791602741,31/03/22,20/02/23,2746.06,SUP241058304,P98984468
AD482674400,22/10/22,27/05/23,2437.72,SUP114427716,P54446208
AD884129575,13/07/21,02/01/23,2653.19,SUP191089540,P59852909
AD235501454,01/01/21,25/09/23,1235.15,SUP247151522,P28559641
AD898065657,30/12/22,08/06/23,699.35,SUP151805265,P38449378
AD332681957,14/02/22,23/12/23,2312.4,SUP487469056,P16547344
AD280367599,18/02/21,17/10/23,1007.31,SUP131798677,P53378526
AD284150695,30/05/21,12/04/23,1536.07,SUP159126633,P94819787
AD350508269,19/04/21,28/07/23,385.09,SUP292038086,P53378526
AD077909108,16/04/21,03/02/23,2976.31,SUP131798677,P71694575
AD481714783,20/03/22,18/07/23,1595.47,SUP173547559,P44114070
AD789809598,01/08/22,26/09/23,1770.14,SUP146303725,P14375300
AD713253956,09/12/22,04/05/23,2981.62,SUP226432649,P39731603
AD047667424,25/10/22,02/06/23,2378.46,SUP820077324,P40291035
AD314813136,11/07/22,07/04/23,123.35,SUP159407557,P53426774
AD987611579,19/10/21,06/01/24,2002.91,SUP232115291,P12561701
AD987533907,04/05/21,04/03/23,1918.34,SUP246839810,P92803982
AD675348941,03/09/22,30/10/23,1269.59,SUP391286527,P55724094
AD679438252,17/07/21,22/08/23,473.18,SUP226905544,P98612339
AD223944365,19/09/21,20/01/23,826.63,SUP259593110,P81729199
AD463449516,25/08/22,02/07/23,1823.31,SUP260054113,P99335403
AD309975802,11/04/22,08/01/23,95.55,SUP297518437,P75766182
AD429153663,05/12/22,10/04/23,355.58,SUP132825464,P51338421
AD885360700,28/03/21,01/02/24,1225.66,SUP135411427,P51338421
AD178562012,11/01/21,06/03/24,2800.45,SUP275620523,P22906576
AD940990370,07/07/22,14/09/23,2701.78,SUP170232323,P38449378
AD046187724,21/05/21,17/02/23,37.45,SUP714146417,P56907959
AD057044979,24/10/22,02/02/24,1334.16,SUP226905544,P67314901
AD013866933,16/04/21,09/01/24,917.9,SUP424904370,P39294219
AD014888745,25/10/21,21/02/23,472.62,SUP339148131,P32928687
AD539188931,16/11/21,18/01/23,1099.66,SUP202756351,P98132648
AD179807416,31/03/21,24/11/23,1068.73,SUP179344382,P64884205
AD562351329,05/07/21,05/02/24,1686.28,SUP131406229,P21669181
AD260483712,15/04/22,25/08/23,2409.75,SUP262728222,P32532492
AD054942533,16/08/21,22/01/24,1159.9,SUP227734170,P46526353
AD719757325,03/07/21,27/11/23,683.7,SUP260762356,P58976509
AD196886348,07/07/21,25/09/23,1522.05,SUP170774484,P89555698
AD547951528,14/10/21,22/09/23,807.01,SUP129224270,P48296294
AD034987155,17/10/21,28/12/23,2514.25,SUP338902121,P34701889
AD910275018,09/02/22,20/02/23,1254.7,SUP512101375,P12478111
AD447365257,18/03/21,01/02/24,1047.09,SUP945668282,P20154366
AD493164256,07/08/22,18/01/23,2560.34,SUP135710883,P75537732
AD744086291,01/08/21,02/05/23,2043.54,SUP131406229,P49965352
AD848259705,19/03/22,12/07/23,1884.64,SUP391286527,P91263430
AD232353336,27/04/22,24/02/23,1291.24,SUP945668282,P40291035
AD109418065,23/02/21,28/10/23,1703.67,SUP241058304,P80541827
AD688318759,30/03/22,25/02/24,418.66,SUP195184466,P61449978
AD463974100,04/11/22,31/01/24,2627.18,SUP246730485,P44893051
AD913081336,28/03/22,28/01/23,400.78,SUP324870003,P89694349
AD194097914,05/05/22,28/05/23,2690.33,SUP117295279,P40649345
AD686346163,02/08/22,15/12/23,1676.57,SUP129224270,P22906576
AD653388446,27/06/22,15/02/23,625.26,SUP714146417,P11549408
AD716173475,19/05/22,28/08/23,332.21,SUP320400027,P89694349
AD407978912,01/12/21,18/11/23,277.54,SUP179344382,P70177835
AD600830645,03/03/21,19/11/23,2513.97,SUP985993581,P53649623
AD749449879,01/05/22,14/02/24,2101.56,SUP443090128,P23969997
AD126291231,08/05/22,21/02/24,1813.56,SUP391286527,P29795820
AD023583508,28/03/22,12/11/23,2995.07,SUP290964838,P63226549
AD140714263,08/01/21,16/10/23,1282.2,SUP155467998,P13472415
AD206558487,09/03/21,12/11/23,2846.93,SUP172597346,P52784962
AD361526312,28/01/22,28/03/23,1518.83,SUP158785898,P78289944
AD732706594,22/02/22,25/05/23,1556.95,SUP290451107,P50372459
AD755892056,17/11/22,25/10/23,6.73,SUP264619357,P41899275
AD553066545,23/06/22,02/12/23,1959.41,SUP303200139,P99789809
AD810866549,04/12/21,09/04/23,1860.85,SUP163462750,P34139616
AD041906902,02/09/22,31/01/24,941.13,SUP216261676,P60375192
AD420449840,24/07/21,14/05/23,2743.54,SUP260054113,P77451807
AD499997223,05/11/22,05/03/24,1170.77,SUP424904370,P63223251
AD891507641,01/08/21,27/01/24,2935.6,SUP290451107,P75463073
AD792525039,16/02/22,08/01/24,2343.77,SUP135411427,P41388769
AD735253481,07/10/21,20/11/23,1092.86,SUP151805265,P64884205
AD158328257,24/03/21,10/03/23,400.02,SUP695839034,P78537269
AD445028286,13/11/21,26/05/23,640.33,SUP129209784,P35553822
AD444454372,16/07/21,28/09/23,192.97,SUP242348575,P50505190
AD529683779,08/10/22,11/11/23,2078.58,SUP198955567,P13867118
AD046233687,06/11/22,29/09/23,1974.98,SUP159432385,P74774577
AD200548994,15/07/21,05/07/23,2164.9,SUP125198230,P74774577
AD667176286,12/06/21,14/02/24,1977.32,SUP259593110,P75537732
AD833861597,29/10/22,17/03/23,1148.72,SUP142663161,P23885151
AD056776951,02/06/22,01/04/23,2861.83,SUP463149069,P18722193
AD891541383,14/06/21,26/05/23,1000.81,SUP169767088,P88568858
AD112311246,10/05/21,18/05/23,1402.31,SUP122284583,P92803982
AD593588037,14/04/22,25/06/23,1327.09,SUP260054113,P41232863
AD791679429,14/01/21,11/05/23,2351.67,SUP113427036,P72391139
AD902748806,18/10/22,29/08/23,1972.42,SUP289814149,P47948162
AD715090113,10/10/21,15/10/23,672.13,SUP107618171,P75862291
AD347114318,26/03/22,20/11/23,563.66,SUP316833253,P91809454
AD645398751,28/08/21,19/07/23,2745.34,SUP232333075,P47165693
AD174024577,23/09/22,28/11/23,1287.92,SUP117295279,P43426627
AD767956356,05/03/22,17/07/23,1535.54,SUP224448032,P21441091
AD672367288,12/12/22,19/08/23,936.01,SUP164456819,P42515509
AD303380223,18/10/21,14/03/23,1219.28,SUP159407557,P21669181
AD922106169,19/08/21,02/01/23,2522.11,SUP853255224,P40447819
AD005808002,06/10/21,11/02/24,2159.98,SUP182315671,P69694346
AD790561718,26/01/22,27/11/23,2852.6,SUP182315671,P75528934
AD042392766,27/08/22,16/01/23,493.44,SUP133509984,P11759622
AD433483226,04/02/22,04/06/23,2326.94,SUP330356313,P44213668
AD472855507,20/11/22,21/04/23,199.67,SUP187257058,P36735621
AD006960516,20/05/22,13/02/23,1586.57,SUP303200139,P51373352
AD927837987,09/05/21,05/07/23,2397.49,SUP216261676,P47602968
AD949581252,24/06/21,11/07/23,1809.85,SUP122284583,P25448652
AD448484603,03/11/22,06/01/24,773.5,SUP135411427,P29264607
AD367382483,12/09/21,27/01/24,1099.35,SUP125198230,P34297538
AD628372007,22/10/21,31/07/23,2936,SUP689350546,P36846102
AD889053206,22/12/22,29/04/23,1473.31,SUP241830593,P13287051
AD890886637,02/08/21,06/11/23,2441.55,SUP334920424,P96677758
AD440125717,23/03/22,20/10/23,2590.4,SUP132825464,P90537720
AD414340888,31/07/22,22/05/23,1222.73,SUP132315598,P92146041
AD074703825,04/03/21,01/07/23,1254.48,SUP176933531,P77711784
AD303365429,30/10/22,10/11/23,1879.34,SUP256273530,P15957424
AD087494897,31/10/21,27/02/23,1094.35,SUP227734170,P50505190
AD484075383,07/03/21,11/07/23,344.57,SUP155467998,P18919292
AD616494468,20/09/22,17/06/23,1885.54,SUP714146417,P54574264
AD695452807,16/12/21,28/08/23,1537.92,SUP325358843,P22744492
AD786548463,12/07/21,18/02/23,2060.03,SUP840378313,P52756652
AD751943681,28/12/21,02/04/23,1054.66,SUP926577248,P28441437
AD962299660,08/09/22,14/06/23,2506.32,SUP280438548,P74774577
AD868123924,26/11/22,09/11/23,2750.75,SUP146303725,P32414713
AD180206086,29/01/21,28/01/24,790.2,SUP313562672,P73414988
AD050074653,05/07/22,05/01/23,2280.03,SUP289814149,P58474530
AD188059571,28/03/22,03/11/23,1511.5,SUP155078486,P13263309
AD225424509,03/01/22,27/09/23,737.17,SUP820077324,P55206620
AD218326752,20/01/21,10/11/23,1547.3,SUP656913471,P59852909
AD193111541,16/07/21,07/01/24,1308.71,SUP122284583,P10107240
AD737288136,10/07/22,27/06/23,2408.09,SUP156300936,P75588213
AD539821265,16/11/21,01/06/23,406.02,SUP172597346,P76303988
AD693281926,04/11/21,24/06/23,2280.98,SUP117295279,P33452207
AD975275809,25/11/22,12/05/23,887.11,SUP130095879,P86711759
AD468390818,01/06/21,25/06/23,345.83,SUP229604884,P75766182
AD806468913,08/11/22,16/02/23,858.84,SUP424904370,P52756652
AD646852542,15/04/21,20/02/24,560.89,SUP185486546,P82814085
AD060895432,21/11/22,20/12/23,1255.57,SUP136665271,P42441115
AD234027505,17/07/21,24/06/23,640.4,SUP129224270,P65741732
AD883188253,26/09/22,03/02/24,2643.65,SUP151805265,P86402575
AD735571630,12/01/22,08/02/24,1430.92,SUP270987025,P30551375
AD679959647,28/07/22,06/08/23,2306.07,SUP228032136,P33822408
