ads_id,ads_startdate,ads_enddate,ads_price,supplier_id,product_id
AD659770907,09/08/21,11/06/23,2658.05,SUP229604884,P31652354
AD024014611,08/06/22,02/07/23,197.68,SUP463149069,P82479977
AD106108224,07/06/21,09/08/23,958.92,SUP212326627,P44213668
AD819075737,02/07/22,17/10/23,1324.88,SUP576154144,P95393997
AD457887606,26/12/21,08/09/23,2150.62,SUP129209784,P35553822
AD774296750,22/02/22,21/03/23,2903.54,SUP289814149,P81392925
AD074587330,21/09/22,06/09/23,2693.89,SUP142663161,P37294983
AD438820386,13/09/22,30/04/23,1253.41,SUP129224270,P31833418
AD849916021,27/08/21,01/12/23,1738.49,SUP273951622,P82284372
AD239121762,18/04/22,18/04/23,1239.68,SUP142663161,P10668278
AD819004324,07/04/21,03/12/23,2763.85,SUP261123843,P21669181
AD719547729,01/11/22,25/02/23,1942.07,SUP423480280,P44213668
AD169540906,20/01/21,12/02/23,149.29,SUP107618171,P13972659
AD494328321,23/01/21,09/02/23,191.45,SUP129209784,P75304280
AD639413646,03/10/22,14/05/23,1078.61,SUP273189001,P59867097
