product_id,warehouse_id,store_date,store_quantity
P44116414,W65162770,30/06/21,29
P15499527,W49483272,18/07/22,62
P73414988,W51346236,03/12/21,6
P55495888,W39765004,08/12/20,59
P21857128,W437420090,16/03/20,21
P67275057,W10812350,18/04/22,25
P27202681,W65643334,15/09/22,96
P42146558,W437420069,03/02/20,15
P80579957,W58194013,17/10/22,72
P55206620,W551544728,19/07/20,22
P56508579,W58194013,22/09/20,86
P33729106,W65162770,28/02/21,37
P41608676,W575200434,28/11/22,60
P33822408,W636293326,29/08/20,50
P85664224,W551544739,14/08/22,8
P16214409,W00935712,14/08/21,84
P32219071,W10812524,07/05/22,36
P62423978,W49997356,03/02/21,41
P18156345,W65162770,02/01/20,75
P36992527,W49967790,04/06/20,56
P25448652,W524103025,07/09/22,31
P59852909,W49967790,02/08/20,80
P92682355,W41190210,15/10/22,10
P36837066,W36800532,12/10/20,100
P39294219,W636293326,21/08/22,33
P12852966,W52959965,05/03/21,11
P76459907,W76125784,19/01/22,66
P59517237,W03786231,11/10/21,8
P82406876,W524103025,16/12/21,23
P36735621,W575200434,23/01/22,42
P38753116,W02680815,19/01/21,29
P74135058,W369872259,03/12/22,95
P10458194,W39765004,09/06/20,52
P45634441,W489517039,27/06/22,85
P38345562,W21695911,30/11/20,51
P19201199,W36800532,22/06/20,4
P52204796,W13537308,19/10/21,45
P13569922,W02680815,25/05/22,15
P62685206,W37000840,09/03/21,35
P15616370,W10812350,06/09/21,50
P92722397,W434060006,14/03/22,32
P99371696,W21130533,15/12/22,68
P37558138,W51224154,04/04/22,82
P89117870,W10812350,29/05/21,17
P62423978,W545693807,20/02/20,74
P75953482,W489517039,14/07/22,84
P46931127,W118220500,11/01/20,63
P39885819,W51346236,17/08/20,16
P62778148,W10812524,04/09/21,31
P15931711,W551547553,06/10/21,100
P70356262,W03786231,30/11/20,70
P38753116,W679380827,30/08/20,69
P51502320,W43419857,13/11/20,34
P67275057,W58980624,22/02/21,84
P89611215,W118220500,22/03/21,77
P13745599,W49997356,23/08/21,22
P42146558,W03786231,22/05/20,11
P56248922,W41190210,10/06/20,2
P10593981,W489512048,24/08/22,29
P62685206,W68462162,26/07/20,3
P62685206,W575200434,23/12/21,69
P12852966,W575200434,02/10/22,4
P66191469,W10812350,20/12/21,62
P61395791,W58980624,01/05/21,19
P13867118,W42254220,21/05/22,69
P80599323,W118220500,27/06/21,18
P67139054,W01155922,17/02/20,88
P13472415,W545693807,24/11/22,14
P66288623,W489513139,31/05/20,73
P77449617,W575200434,16/03/21,94
P78289944,W13537308,07/08/22,93
P92146041,W58194013,19/02/22,56
P94334727,W489517039,20/06/21,11
P92929889,W65162770,18/11/22,95
P67803963,W118220500,23/11/21,61
P23115354,W548685918,11/11/21,35
P82566347,W489512048,27/08/20,43
P45936394,W52959965,29/10/22,52
P28889142,W42254220,05/11/20,38
P36837066,W43419857,19/01/22,65
P20734556,W489513139,20/02/22,70
P94622945,W76398001,12/09/21,26
P23885151,W575200434,01/01/21,4
P38449378,W10812350,01/10/22,82
P53438658,W06151311,31/12/22,43
P13868012,W51224154,20/02/22,86
P23885151,W51224154,07/03/21,46
P31886096,W68462162,26/01/20,30
P21669181,W548685918,05/12/22,70
P38535158,W489512048,03/12/21,68
P36992527,W21130533,12/09/20,12
P17618629,W41190210,08/02/20,53
P66459393,W438570145,22/11/20,29
P12478111,W01155922,14/02/20,42
P22254190,W524103025,27/11/20,74
P14994695,W65643334,07/04/22,52
P18722193,W64764251,06/05/22,7
P22744492,W551544739,04/02/21,71
P41945186,W434060006,07/06/20,87
P65983555,W118220500,27/04/22,35
P14994695,W76398001,07/04/22,6
P10188164,W21130533,06/08/21,41
P49267362,W551544739,10/04/22,31
P66459393,W679380827,20/07/20,2
P73777011,W43419857,25/07/22,45
P42515509,W438570145,05/03/21,30
P18572795,W51346236,23/03/20,1
P19197874,W01155922,23/05/20,8
P39199819,W52959965,26/10/22,62
P66191469,W58194013,02/02/22,43
P17618629,W575200434,29/03/20,45
P28501207,W13537308,06/05/22,84
P34927127,W551544739,05/06/22,45
P76951423,W39765004,25/01/22,99
P74742032,W437420069,25/10/22,65
P13981213,W49483272,21/05/20,9
P96472289,W41190210,18/05/22,31
P37952537,W489512048,04/01/20,6
P23969997,W437420069,04/02/20,70
P90263233,W10812350,16/02/22,59
P75518282,W636293326,07/06/21,75
P22152660,W437420090,22/07/20,96
P41914107,W43419857,13/08/22,4
P92929889,W636293326,14/02/20,11
P99842537,W39765004,20/09/20,12
P45507004,W551547553,01/07/22,89
P48853418,W551547553,19/06/22,91
