product_id,customer_id,supplier_id,order_id,order_transaction_date,order_quantity
P59867097,CUS1139922009,SUP290451107,ORD0567798328,02/07/20,71
P58223547,CUS6477486903,SUP261309764,ORD6551829431,13/06/22,21
P10593981,CUS9400284608,SUP170774484,ORD9415363436,21/10/21,34
P62744404,CUS1033604496,SUP173547559,ORD4284710757,12/12/22,76
P50505190,CUS5028293112,SUP288993955,ORD1636087300,15/07/21,60
P82197036,CUS3610620455,SUP689350546,ORD2255646024,09/11/20,59
P23969997,CUS9117120543,SUP122284583,ORD6579004634,04/06/22,58
P95476550,CUS6540175744,SUP160985008,ORD6010511401,04/06/20,19
P88568858,CUS0783483473,SUP248372052,ORD3540807879,17/03/22,40
P69461901,CUS2301646262,SUP214873042,ORD8339338942,19/07/22,18
P42146558,CUS0793735084,SUP160985008,ORD6143882797,21/09/21,19
P46637021,CUS2345324414,SUP198955567,ORD2415001770,22/02/22,34
P13745599,CUS6634254907,SUP359315989,ORD2282983736,10/02/20,53
P15957424,CUS3879310602,SUP316833253,ORD7404492395,05/11/20,95
P84977995,CUS9838711381,SUP313562672,ORD5651897816,18/10/21,70
P56508579,CUS3085649263,SUP512101375,ORD8904250842,27/01/22,70
P16214409,CUS9861275711,SUP203374023,ORD5572176813,28/07/21,84
P70867799,CUS8641966102,SUP158785898,ORD9961067836,24/02/22,70
P37294983,CUS6451777102,SUP463149069,ORD1289892069,03/06/20,25
P92792924,CUS8833486273,SUP820077324,ORD9638764410,26/03/20,54
P82479977,CUS6981244861,SUP262728222,ORD0830923572,29/05/20,57
P56729689,CUS7150735614,SUP218950278,ORD7168517696,27/01/20,100
P41914107,CUS3341141308,SUP284008125,ORD2070169591,15/05/22,13
P88568858,CUS0181978083,SUP248372052,ORD1045261800,25/06/21,19
P47988011,CUS7281872801,SUP261309764,ORD4858805870,04/12/21,70
P29518596,CUS1477493816,SUP166618280,ORD3632168480,08/06/22,97
P87409930,CUS5699587551,SUP133509984,ORD0851817634,19/06/21,82
P11732301,CUS6017977172,SUP226432649,ORD0250163877,22/12/21,63
P41914107,CUS2485623783,SUP129224270,ORD7973831787,04/06/20,81
P56248922,CUS0755718399,SUP248372052,ORD3984949899,27/12/21,64
P90925914,CUS4009023279,SUP134982297,ORD7303584175,24/07/20,5
P80167548,CUS3742255150,SUP249760074,ORD5345633387,10/06/21,53
P75853556,CUS8192585018,SUP284017038,ORD9449354267,29/05/20,66
P59852909,CUS0666815798,SUP154356472,ORD4324442519,15/06/22,3
P32414713,CUS8565490017,SUP241830593,ORD2070169591,14/07/22,29
P44114070,CUS4109780195,SUP303365953,ORD6363263731,13/12/22,34
P92881101,CUS9864704958,SUP280438548,ORD4052042447,08/04/22,74
P17981239,CUS7625017567,SUP135411427,ORD7478603209,14/01/21,63
P71686912,CUS0335637140,SUP261309764,ORD0933776242,07/04/22,7
P76573321,CUS9267696068,SUP163462750,ORD3539770842,07/12/20,57
P76303988,CUS3725458952,SUP188795951,ORD8997801354,03/12/20,80
P75862291,CUS8943135270,SUP163462750,ORD5350118066,28/01/20,51
P90375591,CUS7644746420,SUP218582517,ORD6579004634,02/03/20,49
P46102483,CUS5428326506,SUP251586871,ORD5342402814,25/09/22,11
P90375591,CUS2348169959,SUP218582517,ORD3721953275,10/12/21,17
P46544797,CUS1235597083,SUP487469056,ORD5663974330,23/05/21,93
P51373352,CUS5050117607,SUP135710883,ORD7895214304,28/06/20,4
P10668278,CUS3591540900,SUP133235870,ORD6402388493,08/10/20,19
P34139616,CUS2807734871,SUP303200139,ORD7059684808,04/02/20,54
P19935373,CUS9394629246,SUP133509984,ORD0933776242,05/11/22,80
P29264607,CUS9959681238,SUP142663161,ORD7552495920,31/07/22,39
P61449978,CUS5844533984,SUP112426010,ORD9638764410,28/12/22,6
P77906440,CUS8938067742,SUP157544725,ORD5805596070,12/06/21,37
P80167548,CUS5251958803,SUP136871057,ORD4558182354,02/12/20,7
P15658644,CUS3568453096,SUP155078486,ORD0312814703,15/03/22,14
P56508579,CUS7104554157,SUP391286527,ORD7200719777,31/08/20,49
P14994695,CUS1103627856,SUP398474325,ORD0226106710,18/07/22,88
P78217241,CUS5797193868,SUP945668282,ORD3614259593,07/10/20,40
P47789629,CUS7106439479,SUP170232323,ORD2226155832,03/10/22,90
P64927743,CUS7402177998,SUP131299122,ORD8784734140,22/02/20,92
P67143596,CUS4349830375,SUP840587209,ORD8385988624,03/11/20,51
P13972659,CUS6127546869,SUP261309764,ORD2279853967,11/04/21,15
P90263233,CUS8929728499,SUP159407557,ORD3753807884,31/10/20,44
P65741732,CUS4164213167,SUP251586871,ORD8752918638,19/11/22,86
P44116414,CUS3400479128,SUP248372052,ORD0567798328,05/01/21,32
P51502320,CUS6398474783,SUP206423067,ORD5461059312,16/11/22,48
P59867097,CUS3381830244,SUP339148131,ORD8784010842,23/09/20,9
P17357211,CUS2416141813,SUP187257058,ORD0614892300,03/10/22,10
P17357211,CUS7875297680,SUP226432649,ORD0341392452,04/04/21,74
P69127521,CUS2740649282,SUP424904370,ORD8455396224,18/12/21,97
P18279428,CUS2648820051,SUP576154144,ORD5847957255,18/05/20,24
P37231300,CUS5502201872,SUP295630905,ORD1642180288,30/05/20,17
P23885151,CUS6401927836,SUP106937126,ORD8919126981,13/12/20,7
P69127521,CUS6455635027,SUP424904370,ORD7877046943,05/11/20,87
P70523514,CUS0869560840,SUP224448032,ORD7266997350,31/01/22,28
P47948162,CUS8184312334,SUP226432649,ORD3162249727,20/01/21,83
P45634441,CUS2726733735,SUP322365865,ORD9048518694,20/12/21,24
P29795820,CUS4807868241,SUP156300936,ORD5868617447,01/05/22,94
P70205893,CUS5487886393,SUP283070800,ORD8269075067,11/07/21,97
P92881101,CUS5281413740,SUP191089540,ORD4595341868,12/07/22,62
P44423881,CUS0349373345,SUP166618280,ORD9345064503,03/02/20,42
P81774707,CUS6398474783,SUP131798677,ORD8380614814,09/10/20,35
P75304280,CUS1022762222,SUP224698208,ORD1905776021,07/07/22,56
P70126000,CUS5853736426,SUP154356472,ORD5345633387,22/06/21,100
P72391139,CUS1979942986,SUP226432649,ORD7314023243,16/01/20,13
P75862291,CUS3341141308,SUP107618171,ORD1905776021,06/11/22,21
P49439033,CUS3614087298,SUP203374023,ORD1617022582,12/07/21,16
P48111266,CUS8189134566,SUP206423067,ORD1876273307,16/02/20,5
P41388769,CUS4032403325,SUP224448032,ORD0567798328,26/08/22,27
P66719343,CUS3432315376,SUP581298570,ORD9638764410,14/11/20,95
P56508579,CUS9400284608,SUP156300936,ORD6372145076,02/09/21,90
P71686912,CUS9914827667,SUP476888678,ORD8682059844,08/01/20,45
P60205815,CUS1413703178,SUP191864249,ORD5630371228,27/11/21,75
P75304280,CUS2807734871,SUP334920424,ORD9242038992,04/08/22,19
P50372459,CUS7956951259,SUP335813809,ORD8232233222,26/02/22,73
P18572795,CUS9117120543,SUP232115291,ORD5814750606,09/05/21,82
P94127213,CUS4974751867,SUP203120380,ORD8380614814,05/12/20,68
P11281448,CUS2192393474,SUP264619357,ORD9957709966,16/03/22,20
P21268228,CUS2469326311,SUP155467998,ORD1607433528,25/08/22,26
P88568858,CUS1237854598,SUP191864249,ORD5638863507,16/02/20,80
P53378526,CUS4349830375,SUP113427036,ORD5630371228,15/07/22,43
P77451807,CUS7644746420,SUP260054113,ORD7877046943,24/02/21,6
P41388769,CUS5251958803,SUP142663161,ORD6282751097,22/03/22,57
P46306612,CUS8118856623,SUP262728222,ORD3586735925,06/03/22,53
P39294219,CUS2485623783,SUP275620523,ORD7909548832,01/08/22,72
P17357211,CUS6697500344,SUP828561200,ORD2103218864,13/11/22,36
P66314818,CUS6777628592,SUP476888678,ORD2043451253,02/11/21,27
P77923787,CUS0760478201,SUP247151522,ORD0312390301,24/05/20,19
P37952537,CUS6127546869,SUP293926685,ORD3347269125,31/08/20,1
P96677758,CUS6120903224,SUP259593110,ORD6048689753,26/06/20,74
P32531909,CUS1598776894,SUP204457471,ORD8752918638,23/01/22,29
P79973603,CUS3611501190,SUP275620523,ORD7409726557,18/12/22,24
P28889142,CUS8828294876,SUP820077324,ORD1892489790,24/06/22,36
P95393997,CUS4084509183,SUP155078486,ORD6457532426,15/09/21,4
P69127521,CUS1103627856,SUP840378313,ORD0913621949,19/07/22,52
P56993765,CUS1104107678,SUP512101375,ORD5630371228,23/07/22,32
P96472289,CUS3568453096,SUP272769681,ORD1581176401,26/02/22,80
P77906440,CUS9861275711,SUP945668282,ORD0401311540,05/06/22,65
P67275057,CUS1139922009,SUP334920424,ORD5068822823,31/07/20,18
P69127521,CUS2200402813,SUP424904370,ORD1589635275,13/03/21,51
P92929889,CUS2740649282,SUP136665271,ORD0933776242,13/06/20,52
P37294983,CUS6959930510,SUP224448032,ORD5766664698,26/03/21,47
P83389401,CUS3559543533,SUP313562672,ORD6282751097,30/06/20,74
P92682355,CUS7932932270,SUP246839810,ORD5482895551,23/08/20,46
P86575409,CUS4459886952,SUP249760074,ORD6888071028,07/01/20,42
P36928752,CUS2267511320,SUP280438548,ORD8104601740,16/12/20,61
P61926913,CUS7797017468,SUP795028826,ORD4190991698,14/07/22,67
P39121645,CUS3738427783,SUP151805265,ORD6444320295,21/08/22,97
P54574264,CUS3977498797,SUP185486546,ORD1793324990,21/09/21,63
P95393997,CUS1760557757,SUP229604884,ORD9703051595,13/01/22,33
P23854089,CUS5502201872,SUP227734170,ORD2891483653,22/06/22,77
P17981239,CUS3341141308,SUP135411427,ORD3418629230,22/11/21,7
P45507004,CUS9510634700,SUP926577248,ORD6372145076,12/11/22,29
P34139616,CUS7931155556,SUP100395220,ORD9612448228,13/03/21,43
P15499527,CUS8666880597,SUP272155500,ORD9113582540,27/09/22,73
P17357211,CUS1974554988,SUP828561200,ORD5829417955,26/11/21,94
P17357211,CUS2404338056,SUP581298570,ORD1793324990,27/09/22,57
P44423881,CUS0346302390,SUP166618280,ORD3162249727,15/03/22,5
P70356262,CUS8929728499,SUP463149069,ORD8784010842,23/09/20,36
P50372459,CUS6894273308,SUP154356472,ORD2061866495,23/12/22,99
P20674547,CUS5318750257,SUP218582517,ORD0376767373,11/05/21,19
P93464793,CUS9081937030,SUP183296109,ORD2626891848,23/06/22,58
P91809454,CUS1595300775,SUP339148131,ORD8968497189,13/03/21,6
P31886096,CUS6766107200,SUP113427036,ORD7888575083,15/05/22,71
P20154366,CUS0342969579,SUP251725474,ORD3566381873,29/08/21,44
P65451355,CUS7115252505,SUP121271196,ORD5814750606,16/09/21,13
P64884205,CUS3611501190,SUP259593110,ORD8914516649,15/08/22,53
P62423978,CUS6282311217,SUP134982297,ORD3636545997,12/08/21,18
P30683957,CUS6529473769,SUP286527883,ORD0854269302,09/05/21,87
P54252623,CUS1595300775,SUP163462750,ORD5038823034,20/04/22,86
P61449978,CUS6544743038,SUP258163777,ORD8855077731,02/07/21,35
