product_id,warehouse_id,store_date,store_quantity
P48853418,W551544728,30/08/20,8
P59867097,W551544728,26/04/22,73
P91404938,W548685918,09/09/22,38
P90263233,W65162770,10/09/21,61
P30241270,W21130533,21/04/21,48
P49439033,W37000709,30/05/20,59
P10188164,W51224154,27/10/21,37
P49292258,W37000840,05/02/22,56
P16574244,W369872259,08/06/20,52
P18572795,W49997356,03/06/20,73
P83389401,W13537308,01/03/21,3
P81392925,W76398001,25/10/22,34
P38753116,W58980624,21/11/20,99
P69694346,W42254220,27/02/22,1
P48853418,W65643334,11/09/22,40
P49267362,W13537308,08/02/20,58
P76573321,W65643334,01/04/22,3
P35317573,W438570145,12/09/22,96
P61926913,W636293326,16/05/20,6
P39885819,W49967790,30/03/21,79
P93464793,W49483272,11/08/21,81
P89314961,W37000709,08/02/20,95
P94819787,W437420090,14/07/20,20
P69905259,W42254220,10/11/21,19
P30551375,W369872259,14/05/21,18
P59416778,W489517039,11/09/22,99
P25517310,W548685918,09/12/20,16
P31796113,W76125784,03/04/21,93
P93464793,W06151311,01/08/22,11
P52957471,W00935712,09/11/22,69
P47112734,W76125784,21/05/22,76
P10668278,W00935712,13/07/20,67
P77413845,W49483272,11/12/22,38
P80579957,W545693807,25/05/22,36
P50372459,W76398001,17/06/21,94
P19371997,W489513139,25/06/20,28
P82284372,W679380827,07/07/21,55
P21268228,W49483272,06/04/22,61
P29518596,W551544728,24/03/20,21
P62778148,W51346236,24/09/21,96
P23115354,W437420090,19/08/21,10
P46386620,W65643334,06/12/21,20
P84997176,W489517039,10/09/21,41
P52204796,W551544739,10/12/21,47
P16547344,W64764251,12/12/21,30
P63431602,W39765004,02/11/21,50
P33342028,W636293326,17/10/22,75
P94875199,W551547553,01/02/21,28
P38341000,W39765004,09/10/22,82
P39199819,W51346236,11/06/21,66
P77561744,W636293326,15/01/21,21
P61429599,W76398001,09/02/20,58
P85664224,W489517039,05/06/21,55
P42441115,W679380827,17/04/21,19
P65451355,W65162770,18/07/20,15
P62423978,W36800532,21/09/20,92
P47109983,W51224154,13/02/22,88
P40291035,W49967790,04/07/20,98
P61839389,W51346236,02/04/21,42
P38345562,W58194013,10/04/22,53
P18156345,W02680815,13/12/22,84
P10499890,W43419857,07/07/22,69
P36329652,W10812350,22/08/20,18
P20641623,W434060006,03/07/20,91
P47112734,W575200434,16/02/21,41
P59416778,W437420069,18/09/21,95
P77413845,W51224154,05/06/21,75
P47662918,W37000840,13/12/22,93
P49292258,W437420069,23/07/20,65
P36735621,W76125784,17/02/22,7
P13287051,W49483272,17/07/21,46
P46306612,W10812524,04/03/22,35
P75766182,W21130533,12/02/21,13
P76459907,W434060006,08/06/20,80
P11732301,W551544739,12/04/21,28
P19935373,W51346236,08/07/22,97
P34139616,W37000709,16/12/22,8
P82406876,W76398001,01/04/21,51
P77923787,W434060006,08/09/21,68
P74774577,W369872259,22/12/20,43
P41914107,W65643334,05/10/20,56
P34297538,W36800532,26/09/20,11
P11759622,W36800532,27/05/22,10
P38345562,W41190210,07/10/21,71
P51502320,W21695911,12/12/20,85
P33729106,W41190210,05/08/20,64
P34139616,W76398001,09/09/21,46
P52957471,W64764251,28/11/21,75
P53426774,W49483272,02/12/20,2
P30841123,W51346236,07/03/22,77
P95573042,W10812524,26/01/20,59
P87978600,W489513139,22/06/21,25
P13981213,W489513139,07/09/22,23
P69461901,W551547553,13/08/22,20
P81554792,W10812350,24/12/21,68
P22906576,W37000840,01/11/21,35
P26594134,W68462162,10/05/22,74
P33822408,W437420090,18/10/21,52
P63203803,W68462162,17/08/22,1
P29795820,W489517039,16/12/22,84
P74742032,W434060006,21/10/21,83
P32928687,W76398001,11/06/20,39
P32855564,W36800532,25/08/20,39
P70557429,W551547553,31/07/21,96
P12852966,W01155922,25/11/20,96
P47948162,W76398001,26/04/20,63
P37668288,W118220500,09/10/21,37
P29264607,W49967790,14/12/22,42
P37161903,W01155922,19/08/21,59
P86673349,W551544739,10/07/21,48
P32339443,W118220500,18/02/21,31
P13508452,W39765004,14/08/22,86
P48524041,W00935712,22/05/22,59
P94334727,W636293326,18/11/21,53
P10603435,W489513139,26/01/22,85
P16214409,W39765004,14/09/22,92
P58474530,W66129028,22/03/21,47
