ads_id,ads_startdate,ads_enddate,ads_price,supplier_id,product_id
AD634070836,19/06/22,31/10/23,1284.92,SUP159126633,P37668288
AD917061123,20/07/22,25/01/23,1887.77,SUP241830593,P65451355
AD261052956,26/08/21,10/02/23,1807.03,SUP232333075,P29518596
AD371512875,21/01/22,29/12/23,1406.81,SUP125198230,P32532492
AD159845925,26/04/21,14/11/23,830.71,SUP170232323,P22747490
AD674397746,12/05/22,17/07/23,1576.65,SUP173547559,P37616718
AD985989304,01/12/21,06/08/23,415.35,SUP303200139,P70177835
AD565866997,28/10/22,24/06/23,1116.69,SUP273189001,P70523514
AD423706677,18/01/22,11/06/23,1948.6,SUP155467998,P77815560
AD153605559,21/09/21,08/01/23,78.52,SUP173547559,P90532134
AD092040863,29/08/21,12/02/23,967.46,SUP155078486,P38345562
AD537999005,04/09/21,15/05/23,1303.61,SUP945668282,P70177835
AD643164548,24/10/22,11/09/23,239.29,SUP668506718,P56729689
AD184273661,21/01/21,29/01/23,1637.55,SUP258163777,P61141902
AD549699999,19/03/21,21/01/24,269.8,SUP216261676,P53649623
AD218866549,03/07/22,07/06/23,2654.6,SUP232333075,P37161903
AD899717413,20/03/21,26/07/23,13.05,SUP588129541,P81392925
AD784837052,02/07/22,20/06/23,2376.72,SUP159432385,P47602968
AD738632103,07/02/22,17/05/23,246.64,SUP272155500,P51338421
AD225788308,26/07/21,22/09/23,2863.03,SUP260909455,P25517310
AD054554467,01/07/22,01/07/23,610.3,SUP391286527,P76303988
AD586828513,02/01/22,07/04/23,1190.39,SUP133235870,P97429604
AD314013874,23/09/21,03/08/23,2203.43,SUP113427036,P83352663
AD958898313,06/05/21,27/01/24,2099,SUP760221969,P34169033
AD129632181,14/01/21,07/02/23,417.24,SUP273951622,P61141902
AD285855322,21/01/21,24/10/23,2914.19,SUP144153284,P42945843
AD151665752,06/03/21,13/11/23,2291.64,SUP853255224,P20674547
AD083974521,28/01/21,20/07/23,112.27,SUP178275560,P80579957
AD749757465,26/01/22,13/09/23,2007.12,SUP588129541,P81392925
AD556249425,29/05/21,22/05/23,2417.48,SUP424904370,P45936394
AD756324335,30/09/21,13/08/23,776.13,SUP100395220,P37616718
AD970619773,06/11/21,25/12/23,571.31,SUP303365953,P92217517
AD204852922,12/04/22,10/06/23,1541.67,SUP218582517,P38341000
AD307803113,24/05/21,27/11/23,892.24,SUP121271196,P61141902
AD201540126,03/07/22,29/01/23,2857.26,SUP132315598,P62744404
AD707201482,23/09/21,01/10/23,1779.09,SUP338902121,P78289944
AD731698324,17/11/21,27/07/23,45.22,SUP195184466,P95476550
AD201528925,06/07/21,07/07/23,1928.5,SUP330356313,P44213668
AD835703717,13/09/22,01/04/23,838.54,SUP198078780,P53155264
AD726065874,07/02/22,04/04/23,1160.48,SUP588129541,P82514309
AD192745221,29/03/22,05/08/23,203.9,SUP273189001,P17981239
AD610768066,16/07/22,20/10/23,1728.23,SUP142524398,P98273360
AD590178205,13/02/22,15/10/23,2390.34,SUP290451107,P92881101
AD001445543,03/06/22,27/02/24,378.64,SUP273951622,P86344845
AD084459421,08/07/21,22/01/24,2464.68,SUP284008125,P24518204
AD800308052,13/10/21,24/05/23,995.25,SUP289814149,P44423881
AD497357670,01/08/21,28/07/23,503.1,SUP125198230,P57533522
AD084872757,16/02/21,30/10/23,2995.78,SUP191864249,P15397235
AD231287325,23/01/22,15/12/23,846.54,SUP324870003,P10188164
AD910371153,27/02/22,14/09/23,2019.94,SUP262728222,P75588213
AD371011212,17/02/22,07/08/23,1487.76,SUP656913471,P59852909
