ads_id,ads_startdate,ads_enddate,ads_price,supplier_id,product_id
AD047617474,29/10/21,24/01/23,2641.51,SUP274260887,P92965614
AD222120994,18/12/21,27/06/23,1768.03,SUP169767088,P58899446
AD012373292,21/09/21,20/04/23,359.43,SUP588129541,P15658644
AD490222659,26/09/21,21/02/23,2442.44,SUP159432385,P98273360
AD517732606,05/08/21,12/01/23,1939.68,SUP338902121,P13287051
AD880640010,26/08/21,21/04/23,2959.74,SUP267200255,P91362711
AD120012737,15/04/22,02/07/23,2952.75,SUP334406849,P37294983
AD723568446,06/02/22,01/09/23,2601.17,SUP134982297,P66288623
AD228176995,15/07/22,29/08/23,1883.5,SUP133235870,P23885151
AD465864119,20/11/21,13/07/23,35.66,SUP295630905,P82906066
AD982796250,02/02/21,05/04/23,86.88,SUP216261676,P13268949
AD938381180,10/11/21,18/05/23,2256.4,SUP273951622,P32383673
AD647811603,31/07/21,21/03/23,296.51,SUP272769681,P82284372
AD789286907,10/05/21,17/11/23,2060.82,SUP107618171,P28889142
AD589972958,27/11/21,28/11/23,2444.35,SUP264619357,P47789629
AD056140415,13/01/21,24/05/23,1692.03,SUP391286527,P29264607
AD583076797,30/01/22,26/08/23,1636.58,SUP212326627,P98733463
AD112465083,22/10/21,06/01/23,1308.89,SUP325358843,P29264607
AD712709466,23/04/22,24/11/23,2451.75,SUP695839034,P93352401
AD539792904,17/04/22,12/02/23,2213.33,SUP134982297,P33926222
AD912250559,17/02/21,03/01/24,1329.99,SUP246730485,P52756652
AD766816811,22/09/21,04/10/23,687.03,SUP170232323,P16422655
AD300731992,13/10/22,08/02/24,1047.18,SUP156300936,P38683780
AD660126148,05/03/22,01/01/23,789.87,SUP100395220,P30841123
AD550578234,23/07/22,24/01/24,2661.2,SUP576154144,P70205893
AD285757121,27/02/21,05/10/23,2392.25,SUP443090128,P15397235
AD894359525,15/12/22,24/09/23,86.19,SUP273189001,P21441091
AD665713790,29/07/21,19/01/24,2734.48,SUP488169079,P59867097
AD115772275,09/10/21,12/06/23,76.4,SUP191864249,P95573042
AD268211670,03/01/22,30/01/23,2040.36,SUP224698208,P32219071
AD262684759,24/12/22,15/07/23,1023.93,SUP264619357,P48111266
AD629521214,16/09/22,05/07/23,2357.4,SUP198135621,P82814085
AD889912945,14/04/22,15/01/24,80.82,SUP262728222,P17981239
AD830595561,17/11/22,13/09/23,1896.93,SUP102667751,P29413835
AD132779215,22/09/21,09/07/23,580.79,SUP292038086,P93352401
AD740407680,21/06/22,13/12/23,51.61,SUP221499522,P10975669
AD118646514,11/07/21,26/07/23,2495.4,SUP226432649,P72391139
AD415236280,07/05/22,15/01/24,1560.33,SUP305385506,P91362711
AD413663520,02/11/21,12/01/23,2191.81,SUP176933531,P14953289
AD701881532,21/07/22,06/01/24,2432.39,SUP260909455,P13508452
AD107951546,12/08/22,12/02/24,871.97,SUP795028826,P15957424
AD963966139,06/10/22,08/02/24,2365.71,SUP246730485,P63223251
AD991276976,09/05/21,24/10/23,1535.87,SUP853255224,P17137437
AD335215762,18/02/22,26/03/23,1710.52,SUP714146417,P33452207
AD764537495,01/04/21,27/07/23,1812.19,SUP133235870,P49965352
AD988828357,23/04/21,20/02/23,680.74,SUP284017038,P50641947
AD084600605,12/06/21,27/04/23,1685.36,SUP133509984,P87409930
AD213000440,12/10/21,08/09/23,1616.87,SUP130095879,P58976509
AD910093864,30/11/22,08/02/23,2124.92,SUP178275560,P47172400
AD210416528,25/07/22,07/08/23,1004.22,SUP176933531,P98132648
AD977825826,09/04/22,01/04/23,2695.96,SUP840587209,P61269087
AD470861236,09/04/22,18/07/23,16.16,SUP264619357,P17137437
AD548572648,06/07/22,11/02/23,2953.47,SUP359315989,P23969997
AD841317177,30/01/21,19/10/23,246.54,SUP339148131,P67314901
AD526259226,24/08/21,07/06/23,315.45,SUP274260887,P86344845
AD615830256,17/07/22,22/01/24,1062.08,SUP278639247,P94819787
AD906358409,19/02/21,04/05/23,995.02,SUP760221969,P27967364
AD978943158,12/10/22,07/03/23,851.49,SUP313562672,P13868012
AD312837511,20/05/22,02/03/24,122.36,SUP195739214,P61449978
AD002880281,01/10/22,28/10/23,141.52,SUP202756351,P32873674
AD268288467,29/04/21,27/05/23,758.13,SUP265269126,P88765331
AD539294179,23/11/21,14/11/23,2071.93,SUP133404992,P10456729
AD019002713,23/12/21,16/02/23,2398.3,SUP260762356,P98612339
AD593986743,13/07/22,24/09/23,2658.09,SUP163462750,P47789629
AD497361393,01/10/22,28/12/23,1767.71,SUP261123843,P66288623
AD121885340,27/08/22,04/01/23,507.51,SUP290451107,P13268949
AD056499369,24/03/22,11/02/23,313,SUP443090128,P78367641
AD308401092,10/07/22,04/01/23,1132.74,SUP286527883,P79516795
AD171814125,25/12/22,19/02/23,1440.36,SUP938696893,P39731603
AD272793546,29/10/22,14/11/23,1057.7,SUP216261676,P62423978
AD169286176,16/04/22,01/03/23,1385.21,SUP170232323,P20674547
AD421574680,17/12/21,16/12/23,1017.77,SUP840587209,P27501243
AD316996331,19/10/21,24/06/23,969.32,SUP163462750,P22747490
AD649822351,15/05/22,27/01/23,2640.9,SUP159126633,P87409930
AD524030075,20/10/21,25/01/23,2755.78,SUP229604884,P41945186
AD048608248,04/12/21,16/04/23,473.63,SUP182315671,P63431602
AD457940309,27/05/22,02/02/24,2009.21,SUP246839810,P58899446
AD859398297,21/07/22,08/02/23,2989.69,SUP209531516,P16547344
AD128426783,02/08/22,07/10/23,1157.66,SUP178275560,P46544797
AD836082112,17/07/21,06/02/23,1931.26,SUP334406849,P37294983
AD463868595,07/08/22,27/02/24,1336.08,SUP142663161,P86711759
AD244716033,16/07/22,20/05/23,2904.1,SUP159126633,P48296294
AD567402335,21/11/21,05/01/24,1499.21,SUP840378313,P54574264
AD887442857,11/06/21,09/03/23,2630.62,SUP155467998,P62744404
AD907548785,11/12/22,13/04/23,2883.57,SUP172597346,P68152097
AD338119259,08/02/22,03/10/23,2428.5,SUP166618280,P17357211
AD317910638,22/02/21,07/11/23,2710.56,SUP391286527,P52784962
AD898350774,21/03/21,12/03/23,2948.85,SUP222889906,P86673349
AD274073478,29/11/22,22/01/24,1812.81,SUP107618171,P71686912
AD698683953,05/04/21,10/03/23,2580.86,SUP131299122,P94668096
AD613998964,08/11/22,31/03/23,1312.99,SUP135411427,P49292258
AD197454764,07/11/21,29/05/23,264.9,SUP151971428,P46544797
AD069026393,16/07/22,13/11/23,2968.27,SUP131406229,P49292258
AD860087696,02/12/22,30/12/23,208.18,SUP183296109,P43426627
AD929791645,21/05/22,28/10/23,2486.93,SUP290964838,P68152097
AD929733511,08/02/22,31/12/23,1723.8,SUP488169079,P32527331
AD777360373,24/01/22,28/07/23,1171.41,SUP512101375,P38683780
AD571678686,29/09/22,04/01/23,1162.14,SUP313562672,P75518282
AD667718469,03/10/22,29/11/23,1078.36,SUP112214886,P36329652
AD880237791,11/01/21,13/12/23,913.35,SUP398474325,P29264607
AD743879417,17/12/22,26/10/23,711.39,SUP232333075,P53378526
AD998734168,06/07/21,12/11/23,358.72,SUP133235870,P38753116
AD283661281,05/04/21,17/08/23,2270.89,SUP247151522,P33372053
AD981706414,30/03/21,02/01/24,772.59,SUP267200255,P61395791
AD499479596,07/09/22,06/02/24,2491.99,SUP295630905,P74135058
AD563928293,14/03/21,19/04/23,788.56,SUP130095879,P53426774
AD593081559,16/01/21,16/04/23,956.73,SUP284017038,P93477588
AD506398405,20/11/22,01/12/23,1943.05,SUP284017038,P36353779
AD802922545,28/10/22,21/09/23,1697.6,SUP251725474,P22254190
AD401120461,10/10/22,22/11/23,1187.82,SUP259205684,P29264607
AD085008473,07/01/22,26/06/23,2430.95,SUP305385506,P75537732
AD757044099,15/08/21,02/07/23,1016.33,SUP204457471,P53438658
AD375901728,26/10/22,15/01/23,1999.1,SUP170774484,P18279428
AD690311783,25/02/21,10/05/23,2593.78,SUP173547559,P36933022
AD021730871,27/12/21,04/06/23,2807.65,SUP260054113,P19935373
AD809023461,24/11/22,02/03/24,740.1,SUP131299122,P44114070
AD147593340,20/11/21,17/12/23,1898.49,SUP290451107,P98273360
AD153728124,26/01/21,09/04/23,202.75,SUP241058304,P93171573
AD077034639,09/04/21,09/03/23,376.22,SUP287888056,P47112734
AD424469013,14/10/22,29/10/23,251.28,SUP260762356,P57533522
AD092859851,22/12/21,11/11/23,627.95,SUP584400435,P33719577
AD602441398,26/01/22,24/08/23,1051.65,SUP260054113,P90702913
AD807490243,13/07/22,07/12/23,1887.95,SUP283355172,P75853556
AD786657192,10/05/22,31/01/23,2582.4,SUP656913471,P38535158
AD534977875,19/07/21,21/01/23,556.8,SUP391286527,P91263430
AD854223485,08/10/22,02/05/23,1307.83,SUP195739214,P60205815
AD043572231,03/02/21,13/11/23,912.35,SUP280438548,P45634441
AD476805606,09/08/22,02/12/23,74.1,SUP294192046,P29795820
AD377563955,03/02/21,04/11/23,112.29,SUP206423067,P13981213
AD426190477,14/08/22,12/11/23,1250.98,SUP163462750,P44114070
AD246136776,15/07/22,21/12/23,1938.91,SUP151805265,P62744404
AD033999683,27/04/21,23/07/23,515.79,SUP316833253,P82479977
AD795178689,13/01/22,17/06/23,2543.23,SUP679090552,P36837066
AD945658018,01/09/21,25/05/23,2488.23,SUP476888678,P32219071
AD701214000,14/06/22,03/04/23,1505.67,SUP207257196,P80123273
AD320085215,30/07/22,13/10/23,1823.71,SUP272155500,P69882716
AD186089118,16/10/22,28/08/23,2097.81,SUP243659080,P53649623
AD975893879,25/03/22,25/04/23,1718.3,SUP179344382,P45626479
AD910097898,11/12/22,14/03/23,2296.26,SUP133404992,P95573042
AD888616994,12/01/21,23/02/24,1708.34,SUP178309329,P23885151
AD281842190,14/02/21,02/05/23,122.38,SUP290451107,P13268949
AD040992213,03/05/21,06/10/23,1370.78,SUP689350546,P82814085
AD690106243,04/06/21,26/07/23,1534.08,SUP191864249,P16574244
AD013972369,14/04/22,22/02/24,800.32,SUP272155500,P58591848
AD346784594,22/01/21,15/06/23,2084.62,SUP221499522,P48111266
AD619377234,03/08/21,31/07/23,1756.82,SUP102667751,P16547344
AD876918611,19/06/21,27/02/24,2940.78,SUP218950278,P13745599
AD052723620,20/12/21,02/05/23,657.35,SUP216261676,P63226549
AD012151628,03/11/22,12/10/23,1290.83,SUP203374023,P34169033
AD317924347,05/03/22,24/02/23,161.06,SUP146303725,P22152660
AD233222819,09/01/21,04/01/24,209.25,SUP334406849,P53696947
